source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0006936,muscle contraction,0.0067270335892107,True,"""A process in which force is generated within muscle tissue, resulting in a change in muscle geometry. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis."" [GOC:ef, GOC:mtg_muscle, ISBN:0198506732]",43,57,3,14996,0.0526315789473684,0.0697674418604651,query_1,['GO:0003012']
GO:CC,GO:0098588,bounding membrane of organelle,0.0074328002070776,True,"""The lipid bilayer that forms the outer-most layer of an organelle."" [GOC:dos]",287,56,6,12235,0.1071428571428571,0.0209059233449477,query_1,['GO:0031090']
GO:BP,GO:0072530,purine-containing compound transmembrane transport,0.0078601208394287,True,"""The process in which a purine-containing compound is transported across a membrane. A purine-containing compound is any compound that contains purine or a formal derivative thereof."" [GOC:mah]",11,57,2,14996,0.0350877192982456,0.1818181818181818,query_1,"['GO:0055085', 'GO:0071705']"
GO:MF,GO:0005244,voltage-gated monoatomic ion channel activity,0.0082186326954986,True,"""Enables the transmembrane transfer of an ion by a voltage-gated channel. An ion is an atom or group of atoms carrying an electric charge by virtue of having gained or lost one or more electrons. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded."" [GOC:mtg_transport, ISBN:0198506732, ISBN:0815340729]",168,76,4,21077,0.0526315789473684,0.0238095238095238,query_1,"['GO:0005216', 'GO:0022832']"
GO:MF,GO:0022832,voltage-gated channel activity,0.0084641191911133,True,"""Enables the transmembrane transfer of a solute by a channel whose open state is dependent on the voltage across the membrane in which it is embedded."" [GOC:mtg_transport, ISBN:0815340729]",171,76,4,21077,0.0526315789473684,0.023391812865497,query_1,['GO:0022836']
GO:MF,GO:0043167,ion binding,0.0084641191911133,True,"""Binding to an ion, a charged atoms or groups of atoms."" [GOC:jl]",5475,76,31,21077,0.4078947368421052,0.005662100456621,query_1,['GO:0036094']
GO:MF,GO:0051430,corticotropin-releasing hormone receptor 1 binding,0.0084930290397812,True,"""Binding to a corticotropin-releasing hormone receptor 1 (CRHR1). CRHR1 is the major subtype in the pituitary corticotroph, and mediates the stimulatory actions of corticotropin-releasing hormone on corticotropin hormone secretion. CRHR1 are also located in cortical areas of the brain, cerebellum and limbic system."" [PMID:15134857]",1,76,1,21077,0.0131578947368421,1.0,query_1,['GO:0051429']
GO:MF,GO:0031852,mu-type opioid receptor binding,0.0084930290397812,True,"""Binding to a mu-type opioid receptor."" [GOC:mah, GOC:nln, GOC:sl]",1,76,1,21077,0.0131578947368421,1.0,query_1,['GO:0031628']
GO:MF,GO:0015605,organophosphate ester transmembrane transporter activity,0.0084930290397812,True,"""Enables the transfer of organophosphate esters from one side of a membrane to the other. Organophosphate esters are small organic molecules containing phosphate ester bonds."" [GOC:mcc]",25,76,2,21077,0.0263157894736842,0.08,query_1,['GO:0022857']
GO:MF,GO:0003746,translation elongation factor activity,0.0084930290397812,True,"""Functions in chain elongation during polypeptide synthesis at the ribosome."" [ISBN:0198506732]",25,76,2,21077,0.0263157894736842,0.08,query_1,['GO:0180051']
GO:CC,GO:0033179,"proton-transporting V-type ATPase, V0 domain",0.0089039758560681,True,"""A protein complex that forms part of a proton-transporting V-type ATPase and mediates proton transport across a membrane. The V0 complex consists of at least four different subunits (a,c,d and e); six or more c subunits form a proton-binding rotor ring."" [GOC:mah, ISBN:0716743663, PMID:16449553]",16,56,2,12235,0.0357142857142857,0.125,query_1,"['GO:0033176', 'GO:0033177']"
GO:BP,GO:0060048,cardiac muscle contraction,0.0090327675333351,True,"""Muscle contraction of cardiac muscle tissue."" [GOC:dph]",12,57,2,14996,0.0350877192982456,0.1666666666666666,query_1,"['GO:0006941', 'GO:0060047']"
GO:CC,GO:0005884,actin filament,0.0097656749822575,True,"""A filamentous structure formed of a two-stranded helical polymer of the protein actin and associated proteins. Actin filaments are a major component of the contractile apparatus of skeletal muscle and the microfilaments of the cytoskeleton of eukaryotic cells. The filaments, comprising polymerized globular actin molecules, appear as flexible structures with a diameter of 5-9 nm. They are organized into a variety of linear bundles, two-dimensional networks, and three dimensional gels. In the cytoskeleton they are most highly concentrated in the cortex of the cell just beneath the plasma membrane."" [GOC:mah, ISBN:0198506732, PMID:10666339]",17,56,2,12235,0.0357142857142857,0.1176470588235294,query_1,"['GO:0015629', 'GO:0099513']"
GO:MF,GO:0046982,protein heterodimerization activity,0.0101382962758603,True,"""Binding to a nonidentical protein to form a heterodimer."" [GOC:ai]",184,76,4,21077,0.0526315789473684,0.0217391304347826,query_1,['GO:0046983']
GO:BP,GO:0006862,nucleotide transport,0.0102394721208454,True,"""The directed movement of a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate, into, out of or within a cell."" [ISBN:0198506732]",13,57,2,14996,0.0350877192982456,0.1538461538461538,query_1,"['GO:0015748', 'GO:0015931']"
GO:BP,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,0.0108621777109976,True,"""A G protein-coupled receptor signaling pathway in which the signal is transmitted via the activation or inhibition of adenylyl cyclase activity and a subsequent change in the intracellular concentration of cyclic AMP (cAMP)."" [GOC:mah, GOC:signaling, ISBN:0815316194]",55,57,3,14996,0.0526315789473684,0.0545454545454545,query_1,['GO:0007186']
GO:MF,GO:0019905,syntaxin binding,0.0110422645645181,True,"""Binding to a syntaxin, a SNAP receptor involved in the docking of synaptic vesicles at the presynaptic zone of a synapse."" [ISBN:0198506732]",29,76,2,21077,0.0263157894736842,0.0689655172413793,query_1,['GO:0000149']
GO:MF,GO:0030554,adenyl nucleotide binding,0.011550024170657,True,"""Binding to an adenyl nucleotide, an adenosine esterified with (ortho)phosphate."" [ISBN:0198506732]",2021,76,15,21077,0.1973684210526315,0.0074220682830282,query_1,['GO:0017076']
GO:MF,GO:0015085,calcium ion transmembrane transporter activity,0.0117467036597089,True,"""Enables the transfer of calcium (Ca) ions from one side of a membrane to the other."" [GOC:dgf]",98,76,3,21077,0.0394736842105263,0.0306122448979591,query_1,['GO:0046873']
GO:CC,GO:0033177,"proton-transporting two-sector ATPase complex, proton-transporting domain",0.0118583088192386,True,"""A protein complex that forms part of a proton-transporting two-sector ATPase complex and carries out proton transport across a membrane. The proton-transporting domain (F0, V0, or A0) includes integral and peripheral membrane proteins."" [GOC:mah, PMID:10838056]",19,56,2,12235,0.0357142857142857,0.1052631578947368,query_1,"['GO:0016469', 'GO:0098796']"
GO:MF,GO:0005488,binding,0.0118688851775892,True,"""The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule."" [GOC:ceb, GOC:mah, ISBN:0198506732]",13670,76,60,21077,0.7894736842105263,0.0043891733723482,query_1,['GO:0003674']
GO:MF,GO:1901505,carbohydrate derivative transmembrane transporter activity,0.0118688851775892,True,"""Enables the transfer of carbohydrate derivative from one side of a membrane to the other."" [GOC:pr, GOC:TermGenie]",31,76,2,21077,0.0263157894736842,0.064516129032258,query_1,['GO:0022857']
GO:BP,GO:0006941,striated muscle contraction,0.0127370021008589,True,"""A process in which force is generated within striated muscle tissue, resulting in the shortening of the muscle. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis. Striated muscle is a type of muscle in which the repeating units (sarcomeres) of the contractile myofibrils are arranged in registry throughout the cell, resulting in transverse or oblique striations observable at the level of the light microscope."" [GOC:jl, GOC:mtg_muscle, ISBN:0198506732]",15,57,2,14996,0.0350877192982456,0.1333333333333333,query_1,['GO:0006936']
GO:MF,GO:0016887,ATP hydrolysis activity,0.0135926749118431,True,"""Catalysis of the reaction: ATP + H2O = ADP + H+ phosphate. ATP hydrolysis is used in some reactions as an energy source, for example to catalyze a reaction or drive transport against a concentration gradient."" [RHEA:13065]",326,76,5,21077,0.0657894736842105,0.0153374233128834,query_1,"['GO:0017111', 'GO:0140657']"
GO:MF,GO:0015932,nucleobase-containing compound transmembrane transporter activity,0.0138247038825453,True,"""Enables the transfer of nucleobases, nucleosides, nucleotides and nucleic acids from one side of a membrane to the other."" [GOC:ai]",34,76,2,21077,0.0263157894736842,0.0588235294117647,query_1,['GO:0022857']
GO:BP,GO:0030261,chromosome condensation,0.0140203686883241,True,"""The progressive compaction of dispersed interphase chromatin into threadlike chromosomes prior to mitotic or meiotic nuclear division, or during apoptosis, in eukaryotic cells."" [GOC:mah, ISBN:0815316194]",16,57,2,14996,0.0350877192982456,0.125,query_1,['GO:0051276']
GO:MF,GO:0044769,"ATPase activity, coupled to transmembrane movement of ions, rotational mechanism",0.0140838236305474,True,"""Enables the transfer of ions from one side of a membrane to the other according to the reaction: ATP + H2O + ion(in) = ADP + phosphate + ion(out), by a rotational mechanism."" [GOC:jl]",36,76,2,21077,0.0263157894736842,0.0555555555555555,query_1,['GO:0042625']
GO:MF,GO:0051429,corticotropin-releasing hormone receptor binding,0.0140838236305474,True,"""Binding to a receptor for corticotropin-releasing hormone (CRH), a polypeptide hormone involved in the stress response. It is released by the hypothalamus and stimulates the release of corticotropin by the anterior pituitary gland."" [GOC:ai]",2,76,1,21077,0.0131578947368421,0.5,query_1,"['GO:0051428', 'GO:0071855']"
GO:MF,GO:0042625,ATPase-coupled ion transmembrane transporter activity,0.0140838236305474,True,"""Enables the transfer of an ion from one side of a membrane to the other, driven by the reaction: ATP + H2O = ADP + phosphate."" [GOC:jl, GOC:mtg_transport, ISBN:0815340729]",36,76,2,21077,0.0263157894736842,0.0555555555555555,query_1,['GO:0042626']
GO:MF,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",0.0140838236305474,True,"""Enables the transfer of protons from one side of a membrane to the other by a rotational mechanism according to the reaction: ATP + H2O + 4 H+(in) => ADP + phosphate + 5 H+(out)."" [RHEA:57721]",36,76,2,21077,0.0263157894736842,0.0555555555555555,query_1,"['GO:0015078', 'GO:0019829', 'GO:0044769']"
GO:MF,GO:0003954,NADH dehydrogenase activity,0.0140838236305474,True,"""Catalysis of the reaction: NADH + H+ + acceptor = NAD+ + reduced acceptor."" [RHEA:11356]",2,76,1,21077,0.0131578947368421,0.5,query_1,['GO:0016651']
GO:MF,GO:0005253,monoatomic anion channel activity,0.0140838236305474,True,"""Enables the energy-independent facilitated diffusion of a monoatomic anion through a transmembrane aqueous pore or channel."" [GOC:dph, GOC:mtg_transport, GOC:pr, ISBN:0815340729]",35,76,2,21077,0.0263157894736842,0.0571428571428571,query_1,"['GO:0005216', 'GO:0008509']"
GO:MF,GO:0031821,G protein-coupled serotonin receptor binding,0.0140838236305474,True,"""Binding to a metabotropic serotonin receptor."" [GOC:mah, GOC:nln]",2,76,1,21077,0.0131578947368421,0.5,query_1,['GO:0001664']
GO:CC,GO:0005737,cytoplasm,0.015145771150527,True,"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]",2445,56,20,12235,0.3571428571428571,0.0081799591002045,query_1,"['GO:0005622', 'GO:0110165']"
GO:BP,GO:0030239,myofibril assembly,0.0153226665000631,True,"""Formation of myofibrils, the repeating units of striated muscle."" [GOC:mah]",17,57,2,14996,0.0350877192982456,0.1176470588235294,query_1,"['GO:0010927', 'GO:0031032', 'GO:0055002', 'GO:0097435', 'GO:0140694']"
GO:BP,GO:0061061,muscle structure development,0.0160625773655234,True,"""The progression of a muscle structure over time, from its formation to its mature state. Muscle structures are contractile cells, tissues or organs that are found in multicellular organisms."" [GOC:dph]",69,57,3,14996,0.0526315789473684,0.0434782608695652,query_1,['GO:0048856']
GO:BP,GO:0006811,monoatomic ion transport,0.0160625773655234,True,"""The directed movement of a monoatomic ion into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:ai]",771,57,9,14996,0.1578947368421052,0.0116731517509727,query_1,['GO:0006810']
GO:BP,GO:0031507,heterochromatin formation,0.0160625773655234,True,"""An epigenetic gene silencing mechanism in which chromatin is compacted into heterochromatin, resulting in a chromatin conformation refractory to transcription. This process starts with heterochromatin nucleation, its spreading, and ends with heterochromatin boundary formation."" [PMID:25192661, PMID:33827924]",18,57,2,14996,0.0350877192982456,0.1111111111111111,query_1,"['GO:0022607', 'GO:0045814', 'GO:0070828']"
GO:BP,GO:0032989,cellular anatomical entity morphogenesis,0.0160625773655234,True,"""The process in which a cellular entity is generated and organized. A cellular entity has granularity above the level of a protein complex but below that of an anatomical system."" [GOC:dph, GOC:mah, GOC:tb]",19,57,2,14996,0.0350877192982456,0.1052631578947368,query_1,['GO:0016043']
GO:BP,GO:0070828,heterochromatin organization,0.0160625773655234,True,"""Any process that results in the specification, formation or maintenance of the physical structure of eukaryotic heterochromatin, a compact and highly condensed form of chromatin."" [GOC:mah]",18,57,2,14996,0.0350877192982456,0.1111111111111111,query_1,['GO:0006325']
GO:BP,GO:0010927,cellular component assembly involved in morphogenesis,0.0160625773655234,True,"""The cellular component assembly that is part of the initial shaping of the component during its developmental progression."" [GOC:dph, GOC:tb]",19,57,2,14996,0.0350877192982456,0.1052631578947368,query_1,"['GO:0022607', 'GO:0032989', 'GO:0048646']"
GO:MF,GO:0005524,ATP binding,0.0160665441855139,True,"""Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."" [ISBN:0198506732]",1933,76,14,21077,0.1842105263157894,0.0072426280393171,query_1,"['GO:0032559', 'GO:0035639']"
GO:MF,GO:0032559,adenyl ribonucleotide binding,0.0162892627721528,True,"""Binding to an adenyl ribonucleotide, any compound consisting of adenosine esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety."" [GOC:mah]",1939,76,14,21077,0.1842105263157894,0.0072202166064981,query_1,"['GO:0030554', 'GO:0032555']"
GO:MF,GO:0120543,macromolecular conformation isomerase activity,0.016436263226748,True,"""Catalysis of a reaction that alters the macromolecular conformation of a molecule."" [EC:5.6.-.-]",226,76,4,21077,0.0526315789473684,0.0176991150442477,query_1,['GO:0016853']
GO:MF,GO:0000149,SNARE binding,0.0189043181730604,True,"""Binding to a SNARE (soluble N-ethylmaleimide-sensitive factor attached protein receptor) protein."" [PMID:12642621]",43,76,2,21077,0.0263157894736842,0.0465116279069767,query_1,['GO:0005515']
GO:MF,GO:0022836,gated channel activity,0.0190049847700345,True,"""Enables the transmembrane transfer of a solute by a channel that opens in response to a specific stimulus."" [GOC:mtg_transport]",370,76,5,21077,0.0657894736842105,0.0135135135135135,query_1,['GO:0015267']
GO:MF,GO:0051428,peptide hormone receptor binding,0.0190049847700345,True,"""Binding to a receptor for a peptide hormone."" [GOC:ai]",3,76,1,21077,0.0131578947368421,0.3333333333333333,query_1,['GO:0051427']
GO:BP,GO:0051052,regulation of DNA metabolic process,0.0208465238769818,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving DNA."" [GOC:ai]",22,57,2,14996,0.0350877192982456,0.0909090909090909,query_1,"['GO:0006259', 'GO:0019219', 'GO:0060255']"
GO:BP,GO:0045814,"negative regulation of gene expression, epigenetic",0.0221769841868046,True,"""An epigenetic process that silences gene expression at specific genomic regions through chromatin remodeling either by modifying higher order chromatin fiber structure, nucleosomal histones, or the cytosine DNA methylation."" [PMID:22243696]",23,57,2,14996,0.0350877192982456,0.0869565217391304,query_1,"['GO:0010629', 'GO:0040029']"
GO:MF,GO:0140662,ATP-dependent protein folding chaperone,0.0234327342969986,True,"""Binding to a protein or a protein-containing complex to assist the protein folding process, driven by ATP hydrolysis."" [PMID:27365453]",49,76,2,21077,0.0263157894736842,0.0408163265306122,query_1,"['GO:0044183', 'GO:0140657']"
GO:BP,GO:1904837,beta-catenin-TCF complex assembly,0.0240730861563082,True,"""The aggregation, arrangement and bonding together of a set of components to form a beta-catenin-TCF complex."" [GO_REF:0000079, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:18936100]",1,57,1,14996,0.0175438596491228,1.0,query_1,['GO:0065003']
GO:MF,GO:0031628,opioid receptor binding,0.024570435694615,True,"""Binding to an opioid receptor."" [GOC:nln]",4,76,1,21077,0.0131578947368421,0.25,query_1,['GO:0001664']
GO:MF,GO:0044183,protein folding chaperone,0.0256424771311512,True,"""Binding to a protein or a protein-containing complex to assist the protein folding process."" [GOC:mtg_cambridge_2009]",52,76,2,21077,0.0263157894736842,0.0384615384615384,query_1,['GO:0003674']
GO:BP,GO:0098656,monoatomic anion transmembrane transport,0.0289457061382931,True,"""The process in which a monoatomic anion is transported across a membrane. Monatomic anions (also called simple anions) are negatively charged ions consisting of exactly one atom."" [GOC:dos, GOC:vw]",27,57,2,14996,0.0350877192982456,0.074074074074074,query_1,"['GO:0006820', 'GO:0034220']"
GO:CC,GO:0005652,nuclear lamina,0.0290398123976411,True,"""The fibrous, electron-dense layer lying on the nucleoplasmic side of the inner membrane of a cell nucleus, composed of lamin filaments. The polypeptides of the lamina are thought to be concerned in the dissolution of the nuclear envelope and its re-formation during mitosis. The lamina is composed of lamin A and lamin C filaments cross-linked into an orthogonal lattice, which is attached via lamin B to the inner nuclear membrane through interactions with a lamin B receptor, an IFAP, in the membrane."" [ISBN:0198506732, ISBN:0716731363]",2,56,1,12235,0.0178571428571428,0.5,query_1,"['GO:0005635', 'GO:0034399', 'GO:0110165']"
GO:CC,GO:0033017,sarcoplasmic reticulum membrane,0.0290398123976411,True,"""The lipid bilayer surrounding the sarcoplasmic reticulum."" [GOC:rph]",2,56,1,12235,0.0178571428571428,0.5,query_1,"['GO:0005789', 'GO:0016529', 'GO:0098588']"
GO:CC,GO:0034399,nuclear periphery,0.0290398123976411,True,"""The portion of the nuclear lumen proximal to the inner nuclear membrane."" [GOC:krc, GOC:mah]",2,56,1,12235,0.0178571428571428,0.5,query_1,"['GO:0031981', 'GO:0110165']"
GO:BP,GO:0065003,protein-containing complex assembly,0.0293987295083314,True,"""The aggregation, arrangement and bonding together of a set of macromolecules to form a protein-containing complex."" [GOC:jl]",1026,57,10,14996,0.175438596491228,0.0097465886939571,query_1,"['GO:0022607', 'GO:0043933']"
GO:BP,GO:0031032,actomyosin structure organization,0.0296157744780695,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures containing both actin and myosin or paramyosin. The myosin may be organized into filaments."" [GOC:dph, GOC:jl, GOC:mah]",28,57,2,14996,0.0350877192982456,0.0714285714285714,query_1,['GO:0030036']
GO:MF,GO:0051427,hormone receptor binding,0.0296365402438856,True,"""Binding to a receptor for a hormone."" [GOC:ai]",5,76,1,21077,0.0131578947368421,0.2,query_1,['GO:0005102']
GO:MF,GO:0032051,clathrin light chain binding,0.0296365402438856,True,"""Binding to a clathrin light chain."" [GOC:mah]",5,76,1,21077,0.0131578947368421,0.2,query_1,['GO:0030276']
GO:BP,GO:0055002,striated muscle cell development,0.030994312172902,True,"""The process whose specific outcome is the progression of a striated muscle cell over time, from its formation to the mature structure. Striated muscle cells contain fibers that are divided by transverse bands into striations, and cardiac and skeletal muscle are types of striated muscle."" [CL:0000737, GOC:devbiol]",29,57,2,14996,0.0350877192982456,0.0689655172413793,query_1,"['GO:0051146', 'GO:0055001']"
GO:BP,GO:0043933,protein-containing complex organization,0.0323136984501901,True,"""Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a protein complex."" [GOC:mah]",1064,57,10,14996,0.175438596491228,0.0093984962406015,query_1,['GO:0016043']
GO:BP,GO:0051647,nucleus localization,0.0323136984501901,True,"""Any process in which the nucleus is transported to, and/or maintained in, a specific location within the cell."" [GOC:ai]",2,57,1,14996,0.0175438596491228,0.5,query_1,['GO:0051640']
GO:BP,GO:0033275,actin-myosin filament sliding,0.0323136984501901,True,"""The sliding movement of actin thin filaments and myosin thick filaments past each other."" [GOC:pf]",2,57,1,14996,0.0175438596491228,0.5,query_1,['GO:0070252']
GO:BP,GO:0040029,epigenetic regulation of gene expression,0.0323136984501901,True,"""A process that modulates the frequency, rate or extent of gene expression through chromatin remodeling either by modifying higher order chromatin fiber structure, nucleosomal histones, or cytosine methylation of DNA. Once established, this regulation may be maintained over many cell divisions. It can also be heritable in the absence of the instigating signal."" [PMID:10521337, PMID:11498582, PMID:22243696, PMID:34414474]",30,57,2,14996,0.0350877192982456,0.0666666666666666,query_1,"['GO:0006338', 'GO:0010468']"
GO:BP,GO:0060047,heart contraction,0.0323136984501901,True,"""The multicellular organismal process in which the heart decreases in volume in a characteristic way to propel blood through the body."" [GOC:dph]",34,57,2,14996,0.0350877192982456,0.0588235294117647,query_1,"['GO:0003015', 'GO:0008015']"
GO:BP,GO:0090435,protein localization to nuclear envelope,0.0323136984501901,True,"""A process in which a protein is transported to, or maintained at, a location within a nuclear envelope."" [GOC:tb]",2,57,1,14996,0.0175438596491228,0.5,query_1,['GO:0034504']
GO:BP,GO:0051146,striated muscle cell differentiation,0.0323136984501901,True,"""The process in which a relatively unspecialized cell acquires specialized features of a striated muscle cell; striated muscle fibers are divided by transverse bands into striations, and cardiac and voluntary muscle are types of striated muscle."" [CL:0000737, GOC:ai]",33,57,2,14996,0.0350877192982456,0.0606060606060606,query_1,['GO:0042692']
GO:BP,GO:0030049,muscle filament sliding,0.0323136984501901,True,"""The sliding of actin thin filaments and myosin thick filaments past each other in muscle contraction. This involves a process of interaction of myosin located on a thick filament with actin located on a thin filament. During this process ATP is split and forces are generated."" [GOC:mah, GOC:mtg_muscle, ISBN:0815316194]",2,57,1,14996,0.0175438596491228,0.5,query_1,"['GO:0006936', 'GO:0033275']"
GO:BP,GO:1901264,carbohydrate derivative transport,0.0323136984501901,True,"""The directed movement of a carbohydrate derivative into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:bf, GOC:jl, GOC:TermGenie]",31,57,2,14996,0.0350877192982456,0.064516129032258,query_1,['GO:0006810']
GO:BP,GO:0014866,skeletal myofibril assembly,0.0323136984501901,True,"""The process whose specific outcome is the progression of the skeletal myofibril over time, from its formation to the mature structure. A skeletal myofibril is a myofibril specific to skeletal muscle cells."" [GOC:ef, GOC:mtg_muscle]",2,57,1,14996,0.0175438596491228,0.5,query_1,['GO:0030239']
GO:BP,GO:0007097,nuclear migration,0.0323136984501901,True,"""The directed movement of the nucleus to a specific location within a cell."" [GOC:ai]",2,57,1,14996,0.0175438596491228,0.5,query_1,"['GO:0046907', 'GO:0051647', 'GO:0051656']"
GO:BP,GO:0007512,adult heart development,0.0323136984501901,True,"""The process whose specific outcome is the progression of the adult heart over time, from its formation to the mature structure."" [GOC:bf]",2,57,1,14996,0.0175438596491228,0.5,query_1,['GO:0007507']
GO:BP,GO:0006414,translational elongation,0.0323136984501901,True,"""The successive addition of amino acid residues to a nascent polypeptide chain during protein biosynthesis."" [GOC:ems]",33,57,2,14996,0.0350877192982456,0.0606060606060606,query_1,"['GO:0006412', 'GO:0009059']"
GO:BP,GO:0051664,nuclear pore localization,0.0323136984501901,True,"""Any process in which nuclear pores are transported to, or maintained in, a specific location."" [GOC:ai]",2,57,1,14996,0.0175438596491228,0.5,query_1,"['GO:0006997', 'GO:0031503', 'GO:0051668']"
GO:BP,GO:0006810,transport,0.0323136984501901,True,"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or a transporter complex, a pore or a motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]",2187,57,16,14996,0.2807017543859649,0.0073159579332418,query_1,['GO:0051234']
GO:CC,GO:0033176,proton-transporting V-type ATPase complex,0.0325793201569245,True,"""A proton-transporting two-sector ATPase complex that couples ATP hydrolysis to the transport of protons across a concentration gradient. The resulting transmembrane electrochemical potential of H+ is used to drive a variety of (i) secondary active transport systems via H+-dependent symporters and antiporters and (ii) channel-mediated transport systems. The complex comprises a membrane sector (V0) that carries out proton transport and a cytoplasmic compartment sector (V1) that catalyzes ATP hydrolysis. V-type ATPases are found in the membranes of organelles such as vacuoles, endosomes, and lysosomes, and in the plasma membrane."" [GOC:mah, ISBN:0716743663, PMID:16449553]",34,56,2,12235,0.0357142857142857,0.0588235294117647,query_1,"['GO:0016469', 'GO:0090533', 'GO:1904949']"
GO:BP,GO:0003015,heart process,0.0326255834756517,True,"""A circulatory system process carried out by the heart. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:mtg_cardio]",35,57,2,14996,0.0350877192982456,0.0571428571428571,query_1,['GO:0003013']
GO:MF,GO:0003682,chromatin binding,0.0356062337159451,True,"""Binding to chromatin, the network of fibers of DNA, protein, and sometimes RNA, that make up the chromosomes of the eukaryotic nucleus during interphase."" [GOC:jl, ISBN:0198506732, PMID:20404130]",63,76,2,21077,0.0263157894736842,0.0317460317460317,query_1,['GO:0005488']
GO:MF,GO:0015297,antiporter activity,0.0362715772688391,True,"""Enables the active transport of a solute across a membrane by a mechanism whereby two or more species are transported in opposite directions in a tightly coupled process not directly linked to a form of energy other than chemiosmotic energy. The reaction is: solute A(out) + solute B(in) = solute A(in) + solute B(out)."" [GOC:mtg_transport, ISBN:0815340729, PMID:10839820]",64,76,2,21077,0.0263157894736842,0.03125,query_1,['GO:0015291']
GO:CC,GO:0005741,mitochondrial outer membrane,0.0374049739298946,True,"""The outer, i.e. cytoplasm-facing, lipid bilayer of the mitochondrial envelope."" [GOC:ai]",37,56,2,12235,0.0357142857142857,0.054054054054054,query_1,"['GO:0031966', 'GO:0031968']"
GO:BP,GO:0042775,mitochondrial ATP synthesis coupled electron transport,0.0389194401013656,True,"""The transfer of electrons through a series of electron donors and acceptors, generating energy that is ultimately used for synthesis of ATP, as it occurs in the mitochondrial inner membrane or chloroplast thylakoid membrane."" [GOC:mtg_sensu, ISBN:0716731363]",39,57,2,14996,0.0350877192982456,0.0512820512820512,query_1,['GO:0042773']
GO:BP,GO:0051234,establishment of localization,0.0389194401013656,True,"""Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos]",2288,57,16,14996,0.2807017543859649,0.0069930069930069,query_1,['GO:0051179']
GO:CC,GO:0071439,clathrin complex,0.0394509380462006,True,"""A protein complex that consists of three clathrin heavy chains and three clathrin light chains, organized into a symmetrical three-legged structure called a triskelion. In clathrin-coated vesicles clathrin is the main component of the coat and forms a polymeric mechanical scaffold on the vesicle surface."" [GOC:mah, PMID:16493411]",3,56,1,12235,0.0178571428571428,0.3333333333333333,query_1,"['GO:0030118', 'GO:0098796']"
GO:CC,GO:0031968,organelle outer membrane,0.0394509380462006,True,"""The outer, i.e. cytoplasm-facing in a cellular organelle, lipid bilayer of an organelle envelope."" [GOC:mah]",39,56,2,12235,0.0357142857142857,0.0512820512820512,query_1,"['GO:0019867', 'GO:0031967', 'GO:0098588']"
GO:BP,GO:0019646,aerobic electron transport chain,0.0402094419955659,True,"""A process in which a series of electron carriers operate together to transfer electrons from donors such as NADH and FADH2 to oxygen to generate a transmembrane electrochemical gradient."" [GOC:ai, GOC:mtg_electron_transport]",40,57,2,14996,0.0350877192982456,0.05,query_1,"['GO:0006119', 'GO:0009060', 'GO:0022904']"
GO:MF,GO:0015079,potassium ion transmembrane transporter activity,0.0419449206930087,True,"""Enables the transfer of potassium ions (K+) from one side of a membrane to the other."" [GOC:ai]",177,76,3,21077,0.0394736842105263,0.0169491525423728,query_1,['GO:0046873']
GO:CC,GO:0019867,outer membrane,0.0424169064437123,True,"""The external membrane of Gram-negative bacteria or certain organelles such as mitochondria and chloroplasts; freely permeable to most ions and metabolites."" [GOC:go_curators]",41,56,2,12235,0.0357142857142857,0.048780487804878,query_1,['GO:0016020']
